"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19803","codegen test case","chrome","2026-07-22","passed","2026-07-22","","Chapter01\04_codegen_test.spec.ts","",""
